Pokedex Number,Name,URL,Type1,Type2,Height,Weight,Base HP,Min HP,Max HP,Base Attack,Min Attack,Max Attack,Base Defense,Min Defense,Max Defense,Base Sp. Attack,Min Sp. Attack,Max Sp. Attack,Base Sp. Defense,Min Sp. Defense,Max Sp. Defense,Base Speed,Min Speed,Max Speed,Base Total,Min Total,Max Total,Legendary,Generation
613,Cubchoo,https://pokemondb.net/pokedex/cubchoo,Ice,None,0.5,8.5,55,220,314,70,130,262,40,76,196,60,112,240,40,76,196,40,76,196,305,690,1404,False,5
614,Beartic,https://pokemondb.net/pokedex/beartic,Ice,None,2.6,260.0,95,300,394,130,238,394,80,148,284,70,130,262,80,148,284,50,94,218,505,1058,1836,False,5
615,Cryogonal,https://pokemondb.net/pokedex/cryogonal,Ice,None,1.1,148.0,80,270,364,50,94,218,50,94,218,95,175,317,135,247,405,105,193,339,515,1073,1861,False,5
616,Shelmet,https://pokemondb.net/pokedex/shelmet,Bug,None,0.4,7.7,50,210,304,40,76,196,85,157,295,40,76,196,65,121,251,25,49,163,305,689,1405,False,5
617,Accelgor,https://pokemondb.net/pokedex/accelgor,Bug,None,0.8,25.3,80,270,364,70,130,262,40,76,196,100,184,328,60,112,240,145,265,427,495,1037,1817,False,5
618,Stunfisk,https://pokemondb.net/pokedex/stunfisk,Ground,Electric,0.7,11.0,109,328,422,66,123,254,84,155,293,81,150,287,99,182,326,32,62,179,471,1000,1761,False,5
619,Mienfoo,https://pokemondb.net/pokedex/mienfoo,Fighting,None,0.9,20.0,45,200,294,85,157,295,50,94,218,55,103,229,50,94,218,65,121,251,350,769,1505,False,5
620,Mienshao,https://pokemondb.net/pokedex/mienshao,Fighting,None,1.4,35.5,65,240,334,125,229,383,60,112,240,95,175,317,60,112,240,105,193,339,510,1061,1853,False,5
621,Druddigon,https://pokemondb.net/pokedex/druddigon,Dragon,None,1.6,139.0,77,264,358,120,220,372,90,166,306,60,112,240,90,166,306,48,90,214,485,1018,1796,False,5
622,Golett,https://pokemondb.net/pokedex/golett,Ground,Ghost,1.0,92.0,59,228,322,74,137,271,50,94,218,35,67,185,50,94,218,35,67,185,303,687,1399,False,5
623,Golurk,https://pokemondb.net/pokedex/golurk,Ground,Ghost,2.8,330.0,89,288,382,124,227,381,80,148,284,55,103,229,80,148,284,55,103,229,483,1017,1789,False,5
624,Pawniard,https://pokemondb.net/pokedex/pawniard,Dark,Steel,0.5,10.2,45,200,294,85,157,295,70,130,262,40,76,196,40,76,196,60,112,240,340,751,1483,False,5
625,Bisharp,https://pokemondb.net/pokedex/bisharp,Dark,Steel,1.6,70.0,65,240,334,125,229,383,100,184,328,60,112,240,70,130,262,70,130,262,490,1025,1809,False,5
626,Bouffalant,https://pokemondb.net/pokedex/bouffalant,Normal,None,1.6,94.6,95,300,394,110,202,350,95,175,317,40,76,196,95,175,317,55,103,229,490,1031,1803,False,5
627,Rufflet,https://pokemondb.net/pokedex/rufflet,Normal,Flying,0.5,10.5,70,250,344,83,153,291,50,94,218,37,71,190,50,94,218,60,112,240,350,774,1501,False,5
628,Braviary,https://pokemondb.net/pokedex/braviary,Normal,Flying,1.5,41.0,100,310,404,123,225,379,75,139,273,57,107,234,75,139,273,80,148,284,510,1068,1847,False,5
629,Vullaby,https://pokemondb.net/pokedex/vullaby,Dark,Flying,0.5,9.0,70,250,344,55,103,229,75,139,273,45,85,207,65,121,251,60,112,240,370,810,1544,False,5
630,Mandibuzz,https://pokemondb.net/pokedex/mandibuzz,Dark,Flying,1.2,39.5,110,330,424,65,121,251,105,193,339,55,103,229,95,175,317,80,148,284,510,1070,1844,False,5
631,Heatmor,https://pokemondb.net/pokedex/heatmor,Fire,None,1.4,58.0,85,280,374,97,179,322,66,123,254,105,193,339,66,123,254,65,121,251,484,1019,1794,False,5
632,Durant,https://pokemondb.net/pokedex/durant,Bug,Steel,0.3,33.0,58,226,320,109,200,348,112,206,355,48,90,214,48,90,214,109,200,348,484,1012,1799,False,5
633,Deino,https://pokemondb.net/pokedex/deino,Dark,Dragon,0.8,17.3,52,214,308,65,121,251,50,94,218,45,85,207,50,94,218,38,72,192,300,680,1394,False,5
634,Zweilous,https://pokemondb.net/pokedex/zweilous,Dark,Dragon,1.4,50.0,72,254,348,85,157,295,70,130,262,65,121,251,70,130,262,58,108,236,420,900,1654,False,5
635,Hydreigon,https://pokemondb.net/pokedex/hydreigon,Dark,Dragon,1.8,160.0,92,294,388,105,193,339,90,166,306,125,229,383,90,166,306,98,180,324,600,1228,2046,False,5
636,Larvesta,https://pokemondb.net/pokedex/larvesta,Bug,Fire,1.1,28.8,55,220,314,85,157,295,55,103,229,50,94,218,55,103,229,60,112,240,360,789,1525,False,5
637,Volcarona,https://pokemondb.net/pokedex/volcarona,Bug,Fire,1.6,46.0,85,280,374,60,112,240,65,121,251,135,247,405,105,193,339,100,184,328,550,1137,1937,False,5
638,Cobalion,https://pokemondb.net/pokedex/cobalion,Steel,Fighting,2.1,250.0,91,292,386,90,166,306,129,236,392,90,166,306,72,134,267,108,198,346,580,1192,2003,True,5
639,Terrakion,https://pokemondb.net/pokedex/terrakion,Rock,Fighting,1.9,260.0,91,292,386,129,236,392,90,166,306,72,134,267,90,166,306,108,198,346,580,1192,2003,True,5
640,Virizion,https://pokemondb.net/pokedex/virizion,Grass,Fighting,2.0,200.0,91,292,386,90,166,306,72,134,267,90,166,306,129,236,392,108,198,346,580,1192,2003,True,5
641,Tornadus,https://pokemondb.net/pokedex/tornadus,Flying,None,1.5,63.0,79,268,362,115,211,361,70,130,262,125,229,383,80,148,284,111,204,353,580,1190,2005,True,5
642,Thundurus,https://pokemondb.net/pokedex/thundurus,Electric,Flying,1.5,61.0,79,268,362,115,211,361,70,130,262,125,229,383,80,148,284,111,204,353,580,1190,2005,True,5
643,Reshiram,https://pokemondb.net/pokedex/reshiram,Dragon,Fire,3.2,330.0,100,310,404,120,220,372,100,184,328,150,274,438,120,220,372,90,166,306,680,1374,2220,True,5
644,Zekrom,https://pokemondb.net/pokedex/zekrom,Dragon,Electric,2.9,345.0,100,310,404,150,274,438,120,220,372,120,220,372,100,184,328,90,166,306,680,1374,2220,True,5
645,Landorus,https://pokemondb.net/pokedex/landorus,Ground,Flying,1.5,68.0,89,288,382,125,229,383,90,166,306,115,211,361,80,148,284,101,186,331,600,1228,2047,True,5
646,Kyurem,https://pokemondb.net/pokedex/kyurem,Dragon,Ice,3.0,325.0,125,360,454,130,238,394,90,166,306,130,238,394,90,166,306,95,175,317,660,1343,2171,True,5
647,Keldeo,https://pokemondb.net/pokedex/keldeo,Water,Fighting,1.4,48.5,91,292,386,72,134,267,90,166,306,129,236,392,90,166,306,108,198,346,580,1192,2003,True,5
648,Meloetta,https://pokemondb.net/pokedex/meloetta,Normal,Psychic,0.6,6.5,100,310,404,77,143,278,77,143,278,128,234,390,128,234,390,90,166,306,600,1230,2046,True,5
649,Genesect,https://pokemondb.net/pokedex/genesect,Bug,Steel,1.5,82.5,71,252,346,120,220,372,95,175,317,120,220,372,95,175,317,99,182,326,600,1224,2050,True,5
650,Chespin,https://pokemondb.net/pokedex/chespin,Grass,None,0.4,9.0,56,222,316,61,114,243,65,121,251,48,90,214,45,85,207,38,72,192,313,704,1423,False,6
651,Quilladin,https://pokemondb.net/pokedex/quilladin,Grass,None,0.7,29.0,61,232,326,78,144,280,95,175,317,56,105,232,58,108,236,57,107,234,405,871,1625,False,6
652,Chesnaught,https://pokemondb.net/pokedex/chesnaught,Grass,Fighting,1.6,90.0,88,286,380,107,197,344,122,224,377,74,137,271,75,139,273,64,119,249,530,1102,1894,False,6
653,Fennekin,https://pokemondb.net/pokedex/fennekin,Fire,None,0.4,9.4,40,190,284,45,85,207,40,76,196,62,116,245,60,112,240,60,112,240,307,691,1412,False,6
654,Braixen,https://pokemondb.net/pokedex/braixen,Fire,None,1.0,14.5,59,228,322,59,110,238,58,108,236,90,166,306,70,130,262,73,135,269,409,877,1633,False,6
655,Delphox,https://pokemondb.net/pokedex/delphox,Fire,Psychic,1.5,39.0,75,260,354,69,128,260,72,134,267,114,209,359,100,184,328,104,191,337,534,1106,1905,False,6
656,Froakie,https://pokemondb.net/pokedex/froakie,Water,None,0.3,7.0,41,192,286,56,105,232,40,76,196,62,116,245,44,83,205,71,132,265,314,704,1429,False,6
657,Frogadier,https://pokemondb.net/pokedex/frogadier,Water,None,0.6,10.9,54,218,312,63,117,247,52,98,223,83,153,291,56,105,232,97,179,322,405,870,1627,False,6
658,Greninja,https://pokemondb.net/pokedex/greninja,Water,Dark,1.5,40.0,72,254,348,95,175,317,67,125,256,103,189,335,71,132,265,122,224,377,530,1099,1898,False,6
659,Bunnelby,https://pokemondb.net/pokedex/bunnelby,Normal,None,0.4,5.0,38,186,280,36,69,188,38,72,192,32,62,179,36,69,188,57,107,234,237,565,1261,False,6
660,Diggersby,https://pokemondb.net/pokedex/diggersby,Normal,Ground,1.0,42.4,85,280,374,56,105,232,77,143,278,50,94,218,77,143,278,78,144,280,423,909,1660,False,6
661,Fletchling,https://pokemondb.net/pokedex/fletchling,Normal,Flying,0.3,1.7,45,200,294,50,94,218,43,81,203,40,76,196,38,72,192,62,116,245,278,639,1348,False,6
662,Fletchinder,https://pokemondb.net/pokedex/fletchinder,Fire,Flying,0.7,16.0,62,234,328,73,135,269,55,103,229,56,105,232,52,98,223,84,155,293,382,830,1574,False,6
663,Talonflame,https://pokemondb.net/pokedex/talonflame,Fire,Flying,1.2,24.5,78,266,360,81,150,287,71,132,265,74,137,271,69,128,260,126,231,386,499,1044,1829,False,6
664,Scatterbug,https://pokemondb.net/pokedex/scatterbug,Bug,None,0.3,2.5,38,186,280,35,67,185,40,76,196,27,53,168,25,49,163,35,67,185,200,498,1177,False,6
665,Spewpa,https://pokemondb.net/pokedex/spewpa,Bug,None,0.3,8.4,45,200,294,22,44,157,60,112,240,27,53,168,30,58,174,29,56,172,213,523,1205,False,6
666,Vivillon,https://pokemondb.net/pokedex/vivillon,Bug,Flying,1.2,17.0,80,270,364,52,98,223,50,94,218,90,166,306,50,94,218,89,164,304,411,886,1633,False,6
667,Litleo,https://pokemondb.net/pokedex/litleo,Fire,Normal,0.6,13.5,62,234,328,50,94,218,58,108,236,73,135,269,54,101,227,72,134,267,369,806,1545,False,6
668,Pyroar,https://pokemondb.net/pokedex/pyroar,Fire,Normal,1.5,81.5,86,282,376,68,126,258,72,134,267,109,200,348,66,123,254,106,195,342,507,1060,1845,False,6
669,Flabebe,https://pokemondb.net/pokedex/flabebe,Fairy,None,0.1,0.1,44,198,292,38,72,192,39,74,194,61,114,243,79,146,282,42,80,201,303,684,1404,False,6
670,Floette,https://pokemondb.net/pokedex/floette,Fairy,None,0.2,0.9,54,218,312,45,85,207,47,89,212,75,139,273,98,180,324,52,98,223,371,809,1551,False,6
671,Florges,https://pokemondb.net/pokedex/florges,Fairy,None,1.1,10.0,78,266,360,65,121,251,68,126,258,112,206,355,154,281,447,75,139,273,552,1139,1944,False,6
672,Skiddo,https://pokemondb.net/pokedex/skiddo,Grass,None,0.9,31.0,66,242,336,65,121,251,48,90,214,62,116,245,57,107,234,52,98,223,350,774,1503,False,6
673,Gogoat,https://pokemondb.net/pokedex/gogoat,Grass,None,1.7,91.0,123,356,450,100,184,328,62,116,245,97,179,322,81,150,287,68,126,258,531,1111,1890,False,6
674,Pancham,https://pokemondb.net/pokedex/pancham,Fighting,None,0.6,8.0,67,244,338,82,152,289,62,116,245,46,87,210,48,90,214,43,81,203,348,770,1499,False,6
675,Pangoro,https://pokemondb.net/pokedex/pangoro,Fighting,Dark,2.1,136.0,95,300,394,124,227,381,78,144,280,69,128,260,71,132,265,58,108,236,495,1039,1816,False,6
676,Furfrou,https://pokemondb.net/pokedex/furfrou,Normal,None,1.2,28.0,75,260,354,80,148,284,60,112,240,65,121,251,90,166,306,102,188,333,472,995,1768,False,6
677,Espurr,https://pokemondb.net/pokedex/espurr,Psychic,None,0.3,3.5,62,234,328,48,90,214,54,101,227,63,117,247,60,112,240,68,126,258,355,780,1514,False,6
678,Meowstic,https://pokemondb.net/pokedex/meowstic,Psychic,None,0.6,8.5,74,258,352,48,90,214,76,141,276,83,153,291,81,150,287,104,191,337,466,983,1757,False,6
679,Honedge,https://pokemondb.net/pokedex/honedge,Steel,Ghost,0.8,2.0,45,200,294,80,148,284,100,184,328,35,67,185,37,71,190,28,54,170,325,724,1451,False,6
680,Doublade,https://pokemondb.net/pokedex/doublade,Steel,Ghost,0.8,4.5,59,228,322,110,202,350,150,274,438,45,85,207,49,92,216,35,67,185,448,948,1718,False,6
681,Aegislash,https://pokemondb.net/pokedex/aegislash,Steel,Ghost,1.7,53.0,60,230,324,150,274,438,50,94,218,150,274,438,50,94,218,60,112,240,520,1078,1876,False,6
682,Spritzee,https://pokemondb.net/pokedex/spritzee,Fairy,None,0.2,0.5,78,266,360,52,98,223,60,112,240,63,117,247,65,121,251,23,45,159,341,759,1480,False,6
683,Aromatisse,https://pokemondb.net/pokedex/aromatisse,Fairy,None,0.8,15.5,101,312,406,72,134,267,72,134,267,99,182,326,89,164,304,29,56,172,462,982,1742,False,6
684,Swirlix,https://pokemondb.net/pokedex/swirlix,Fairy,None,0.4,3.5,62,234,328,48,90,214,66,123,254,59,110,238,57,107,234,49,92,216,341,756,1484,False,6
685,Slurpuff,https://pokemondb.net/pokedex/slurpuff,Fairy,None,0.8,5.0,82,274,368,80,148,284,86,159,298,85,157,295,75,139,273,72,134,267,480,1011,1785,False,6
686,Inkay,https://pokemondb.net/pokedex/inkay,Dark,Psychic,0.4,3.5,53,216,310,54,101,227,53,99,225,37,71,190,46,87,210,45,85,207,288,659,1369,False,6
687,Malamar,https://pokemondb.net/pokedex/malamar,Dark,Psychic,1.5,47.0,86,282,376,92,170,311,88,162,302,68,126,258,75,139,273,73,135,269,482,1014,1789,False,6
688,Binacle,https://pokemondb.net/pokedex/binacle,Rock,Water,0.5,31.0,42,194,288,52,98,223,67,125,256,39,74,194,56,105,232,50,94,218,306,690,1411,False,6
689,Barbaracle,https://pokemondb.net/pokedex/barbaracle,Rock,Water,1.3,96.0,72,254,348,105,193,339,115,211,361,54,101,227,86,159,298,68,126,258,500,1044,1831,False,6
690,Skrelp,https://pokemondb.net/pokedex/skrelp,Poison,Water,0.5,7.3,50,210,304,60,112,240,60,112,240,60,112,240,60,112,240,30,58,174,320,716,1438,False,6
691,Dragalge,https://pokemondb.net/pokedex/dragalge,Poison,Dragon,1.8,81.5,65,240,334,75,139,273,90,166,306,97,179,322,123,225,379,44,83,205,494,1032,1819,False,6
692,Clauncher,https://pokemondb.net/pokedex/clauncher,Water,None,0.5,8.3,50,210,304,53,99,225,62,116,245,58,108,236,63,117,247,44,83,205,330,733,1462,False,6
693,Clawitzer,https://pokemondb.net/pokedex/clawitzer,Water,None,1.3,35.3,71,252,346,73,135,269,88,162,302,120,220,372,89,164,304,59,110,238,500,1043,1831,False,6
694,Helioptile,https://pokemondb.net/pokedex/helioptile,Electric,Normal,0.5,6.0,44,198,292,38,72,192,33,63,181,61,114,243,43,81,203,70,130,262,289,658,1373,False,6
695,Heliolisk,https://pokemondb.net/pokedex/heliolisk,Electric,Normal,1.0,21.0,62,234,328,55,103,229,52,98,223,109,200,348,94,173,315,109,200,348,481,1008,1791,False,6
696,Tyrunt,https://pokemondb.net/pokedex/tyrunt,Rock,Dragon,0.8,26.0,58,226,320,89,164,304,77,143,278,45,85,207,45,85,207,48,90,214,362,793,1530,False,6
697,Tyrantrum,https://pokemondb.net/pokedex/tyrantrum,Rock,Dragon,2.5,270.0,82,274,368,121,222,375,119,218,370,69,128,260,59,110,238,71,132,265,521,1084,1876,False,6
698,Amaura,https://pokemondb.net/pokedex/amaura,Rock,Ice,1.3,25.2,77,264,358,59,110,238,50,94,218,67,125,256,63,117,247,46,87,210,362,797,1527,False,6
699,Aurorus,https://pokemondb.net/pokedex/aurorus,Rock,Ice,2.7,225.0,123,356,450,77,143,278,72,134,267,99,182,326,92,170,311,58,108,236,521,1093,1868,False,6
700,Sylveon,https://pokemondb.net/pokedex/sylveon,Fairy,None,1.0,23.5,95,300,394,65,121,251,65,121,251,110,202,350,130,238,394,60,112,240,525,1094,1880,False,6
701,Hawlucha,https://pokemondb.net/pokedex/hawlucha,Fighting,Flying,0.8,21.5,78,266,360,92,170,311,75,139,273,74,137,271,63,117,247,118,216,368,500,1045,1830,False,6
702,Dedenne,https://pokemondb.net/pokedex/dedenne,Electric,Fairy,0.2,2.2,67,244,338,58,108,236,57,107,234,81,150,287,67,125,256,101,186,331,431,920,1682,False,6
703,Carbink,https://pokemondb.net/pokedex/carbink,Rock,Fairy,0.3,5.7,50,210,304,50,94,218,150,274,438,50,94,218,150,274,438,50,94,218,500,1040,1834,False,6
704,Goomy,https://pokemondb.net/pokedex/goomy,Dragon,None,0.3,2.8,45,200,294,50,94,218,35,67,185,55,103,229,75,139,273,40,76,196,300,679,1395,False,6
705,Sliggoo,https://pokemondb.net/pokedex/sliggoo,Dragon,None,0.8,17.5,68,246,340,75,139,273,53,99,225,83,153,291,113,207,357,60,112,240,452,956,1726,False,6
706,Goodra,https://pokemondb.net/pokedex/goodra,Dragon,None,2.0,150.5,90,290,384,100,184,328,70,130,262,110,202,350,150,274,438,80,148,284,600,1228,2046,False,6
707,Klefki,https://pokemondb.net/pokedex/klefki,Steel,Fairy,0.2,3.0,57,224,318,80,148,284,91,168,309,80,148,284,87,161,300,75,139,273,470,988,1768,False,6
708,Phantump,https://pokemondb.net/pokedex/phantump,Ghost,Grass,0.4,7.0,43,196,290,70,130,262,48,90,214,50,94,218,60,112,240,38,72,192,309,694,1416,False,6
709,Trevenant,https://pokemondb.net/pokedex/trevenant,Ghost,Grass,1.5,71.0,85,280,374,110,202,350,76,141,276,65,121,251,82,152,289,56,105,232,474,1001,1772,False,6
710,Pumpkaboo,https://pokemondb.net/pokedex/pumpkaboo,Ghost,Grass,0.4,5.0,49,208,302,66,123,254,70,130,262,44,83,205,55,103,229,51,96,221,335,743,1473,False,6
711,Gourgeist,https://pokemondb.net/pokedex/gourgeist,Ghost,Grass,0.9,12.5,65,240,334,90,166,306,122,224,377,58,108,236,75,139,273,84,155,293,494,1032,1819,False,6
712,Bergmite,https://pokemondb.net/pokedex/bergmite,Ice,None,1.0,99.5,55,220,314,69,128,260,85,157,295,32,62,179,35,67,185,28,54,170,304,688,1403,False,6
713,Avalugg,https://pokemondb.net/pokedex/avalugg,Ice,None,2.0,505.0,95,300,394,117,215,366,184,335,513,44,83,205,46,87,210,28,54,170,514,1074,1858,False,6
714,Noibat,https://pokemondb.net/pokedex/noibat,Flying,Dragon,0.5,8.0,40,190,284,30,58,174,35,67,185,45,85,207,40,76,196,55,103,229,245,579,1275,False,6
715,Noivern,https://pokemondb.net/pokedex/noivern,Flying,Dragon,1.5,85.0,85,280,374,70,130,262,80,148,284,97,179,322,80,148,284,123,225,379,535,1110,1905,False,6
716,Xerneas,https://pokemondb.net/pokedex/xerneas,Fairy,None,3.0,215.0,126,362,456,131,240,397,95,175,317,131,240,397,98,180,324,99,182,326,680,1379,2217,True,6
717,Yveltal,https://pokemondb.net/pokedex/yveltal,Dark,Flying,5.8,203.0,126,362,456,131,240,397,95,175,317,131,240,397,98,180,324,99,182,326,680,1379,2217,True,6
718,Zygarde,https://pokemondb.net/pokedex/zygarde,Dragon,Ground,5.0,305.0,108,326,420,100,184,328,121,222,375,81,150,287,95,175,317,95,175,317,600,1232,2044,True,6
719,Diancie,https://pokemondb.net/pokedex/diancie,Rock,Fairy,0.7,8.8,50,210,304,100,184,328,150,274,438,100,184,328,150,274,438,50,94,218,600,1220,2054,True,6
720,Hoopa,https://pokemondb.net/pokedex/hoopa,Psychic,Ghost,0.5,9.0,80,270,364,110,202,350,60,112,240,150,274,438,130,238,394,70,130,262,600,1226,2048,True,6
721,Volcanion,https://pokemondb.net/pokedex/volcanion,Fire,Water,1.7,195.0,80,270,364,110,202,350,120,220,372,130,238,394,90,166,306,70,130,262,600,1226,2048,True,6
722,Rowlet,https://pokemondb.net/pokedex/rowlet,Grass,Flying,0.3,1.5,68,246,340,55,103,229,55,103,229,50,94,218,50,94,218,42,80,201,320,720,1435,False,7
723,Dartrix,https://pokemondb.net/pokedex/dartrix,Grass,Flying,0.7,16.0,78,266,360,75,139,273,75,139,273,70,130,262,70,130,262,52,98,223,420,902,1653,False,7
724,Decidueye,https://pokemondb.net/pokedex/decidueye,Grass,Ghost,1.6,36.6,78,266,360,107,197,344,75,139,273,100,184,328,100,184,328,70,130,262,530,1100,1895,False,7
725,Litten,https://pokemondb.net/pokedex/litten,Fire,None,0.4,4.3,45,200,294,65,121,251,40,76,196,60,112,240,40,76,196,70,130,262,320,715,1439,False,7
726,Torracat,https://pokemondb.net/pokedex/torracat,Fire,None,0.7,25.0,65,240,334,85,157,295,50,94,218,80,148,284,50,94,218,90,166,306,420,899,1655,False,7
727,Incineroar,https://pokemondb.net/pokedex/incineroar,Fire,Dark,1.8,83.0,95,300,394,115,211,361,90,166,306,80,148,284,90,166,306,60,112,240,530,1103,1891,False,7
728,Popplio,https://pokemondb.net/pokedex/popplio,Water,None,0.4,7.5,50,210,304,54,101,227,54,101,227,66,123,254,56,105,232,40,76,196,320,716,1440,False,7
729,Brionne,https://pokemondb.net/pokedex/brionne,Water,None,0.6,17.5,60,230,324,69,128,260,69,128,260,91,168,309,81,150,287,50,94,218,420,898,1658,False,7
730,Primarina,https://pokemondb.net/pokedex/primarina,Water,Fairy,1.8,44.0,80,270,364,74,137,271,74,137,271,126,231,386,116,213,364,60,112,240,530,1100,1896,False,7
731,Pikipek,https://pokemondb.net/pokedex/pikipek,Normal,Flying,0.3,1.2,35,180,274,75,139,273,30,58,174,30,58,174,30,58,174,65,121,251,265,614,1320,False,7
732,Trumbeak,https://pokemondb.net/pokedex/trumbeak,Normal,Flying,0.6,14.8,55,220,314,85,157,295,50,94,218,40,76,196,50,94,218,75,139,273,355,780,1514,False,7
733,Toucannon,https://pokemondb.net/pokedex/toucannon,Normal,Flying,1.1,26.0,80,270,364,120,220,372,75,139,273,75,139,273,75,139,273,60,112,240,485,1019,1795,False,7
734,Yungoos,https://pokemondb.net/pokedex/yungoos,Normal,None,0.4,6.0,48,206,300,70,130,262,30,58,174,30,58,174,30,58,174,45,85,207,253,595,1291,False,7
735,Gumshoos,https://pokemondb.net/pokedex/gumshoos,Normal,None,0.7,14.2,88,286,380,110,202,350,60,112,240,55,103,229,60,112,240,45,85,207,418,900,1646,False,7
736,Grubbin,https://pokemondb.net/pokedex/grubbin,Bug,None,0.4,4.4,47,204,298,62,116,245,45,85,207,55,103,229,45,85,207,46,87,210,300,680,1396,False,7
737,Charjabug,https://pokemondb.net/pokedex/charjabug,Bug,Electric,0.5,10.5,57,224,318,82,152,289,95,175,317,55,103,229,75,139,273,36,69,188,400,862,1614,False,7
738,Vikavolt,https://pokemondb.net/pokedex/vikavolt,Bug,Electric,1.5,45.0,77,264,358,70,130,262,90,166,306,145,265,427,75,139,273,43,81,203,500,1045,1829,False,7
739,Crabrawler,https://pokemondb.net/pokedex/crabrawler,Fighting,None,0.6,7.0,47,204,298,82,152,289,57,107,234,42,80,201,47,89,212,63,117,247,338,749,1481,False,7
740,Crabominable,https://pokemondb.net/pokedex/crabominable,Fighting,Ice,1.7,180.0,97,304,398,132,242,399,77,143,278,62,116,245,67,125,256,43,81,203,478,1011,1779,False,7
741,Oricorio,https://pokemondb.net/pokedex/oricorio,Fire,Flying,0.6,3.4,75,260,354,70,130,262,70,130,262,98,180,324,70,130,262,93,171,313,476,1001,1777,False,7
742,Cutiefly,https://pokemondb.net/pokedex/cutiefly,Bug,Fairy,0.1,0.2,40,190,284,45,85,207,40,76,196,55,103,229,40,76,196,84,155,293,304,685,1405,False,7
743,Ribombee,https://pokemondb.net/pokedex/ribombee,Bug,Fairy,0.2,0.5,60,230,324,55,103,229,60,112,240,95,175,317,70,130,262,124,227,381,464,977,1753,False,7
744,Rockruff,https://pokemondb.net/pokedex/rockruff,Rock,None,0.5,9.2,45,200,294,65,121,251,40,76,196,30,58,174,40,76,196,60,112,240,280,643,1351,False,7
745,Lycanroc,https://pokemondb.net/pokedex/lycanroc,Rock,None,0.8,25.0,75,260,354,115,211,361,65,121,251,55,103,229,65,121,251,112,206,355,487,1022,1801,False,7
746,Wishiwashi,https://pokemondb.net/pokedex/wishiwashi,Water,None,0.2,0.3,45,200,294,20,40,152,20,40,152,25,49,163,25,49,163,40,76,196,175,454,1120,False,7
747,Mareanie,https://pokemondb.net/pokedex/mareanie,Poison,Water,0.4,8.0,50,210,304,53,99,225,62,116,245,43,81,203,52,98,223,45,85,207,305,689,1407,False,7
748,Toxapex,https://pokemondb.net/pokedex/toxapex,Poison,Water,0.7,14.5,50,210,304,63,117,247,152,278,443,53,99,225,142,260,421,35,67,185,495,1031,1825,False,7
749,Mudbray,https://pokemondb.net/pokedex/mudbray,Ground,None,1.0,110.0,70,250,344,100,184,328,70,130,262,45,85,207,55,103,229,45,85,207,385,837,1577,False,7
750,Mudsdale,https://pokemondb.net/pokedex/mudsdale,Ground,None,2.5,920.0,100,310,404,125,229,383,100,184,328,55,103,229,85,157,295,35,67,185,500,1050,1824,False,7
751,Dewpider,https://pokemondb.net/pokedex/dewpider,Water,Bug,0.3,4.0,38,186,280,40,76,196,52,98,223,40,76,196,72,134,267,27,53,168,269,623,1330,False,7
752,Araquanid,https://pokemondb.net/pokedex/araquanid,Water,Bug,1.8,82.0,68,246,340,70,130,262,92,170,311,50,94,218,132,242,399,42,80,201,454,962,1731,False,7
753,Fomantis,https://pokemondb.net/pokedex/fomantis,Grass,None,0.3,1.5,40,190,284,55,103,229,35,67,185,50,94,218,35,67,185,35,67,185,250,588,1286,False,7
754,Lurantis,https://pokemondb.net/pokedex/lurantis,Grass,None,0.9,18.5,70,250,344,105,193,339,90,166,306,80,148,284,90,166,306,45,85,207,480,1008,1786,False,7
755,Morelull,https://pokemondb.net/pokedex/morelull,Grass,Fairy,0.2,1.5,40,190,284,35,67,185,55,103,229,65,121,251,75,139,273,15,31,141,285,651,1363,False,7
756,Shiinotic,https://pokemondb.net/pokedex/shiinotic,Grass,Fairy,1.0,11.5,60,230,324,45,85,207,80,148,284,90,166,306,100,184,328,30,58,174,405,871,1623,False,7
757,Salandit,https://pokemondb.net/pokedex/salandit,Poison,Fire,0.6,4.8,48,206,300,44,83,205,40,76,196,71,132,265,40,76,196,77,143,278,320,716,1440,False,7
758,Salazzle,https://pokemondb.net/pokedex/salazzle,Poison,Fire,1.2,22.2,68,246,340,64,119,249,60,112,240,111,204,353,60,112,240,117,215,366,480,1008,1788,False,7
759,Stufful,https://pokemondb.net/pokedex/stufful,Normal,Fighting,0.5,6.8,70,250,344,75,139,273,50,94,218,45,85,207,50,94,218,50,94,218,340,756,1478,False,7
760,Bewear,https://pokemondb.net/pokedex/bewear,Normal,Fighting,2.1,135.0,120,350,444,125,229,383,80,148,284,55,103,229,60,112,240,60,112,240,500,1054,1820,False,7
761,Bounsweet,https://pokemondb.net/pokedex/bounsweet,Grass,None,0.3,3.2,42,194,288,30,58,174,38,72,192,30,58,174,38,72,192,32,62,179,210,516,1199,False,7
762,Steenee,https://pokemondb.net/pokedex/steenee,Grass,None,0.7,8.2,52,214,308,40,76,196,48,90,214,40,76,196,48,90,214,62,116,245,290,662,1373,False,7
763,Tsareena,https://pokemondb.net/pokedex/tsareena,Grass,None,1.2,21.4,72,254,348,120,220,372,98,180,324,50,94,218,98,180,324,72,134,267,510,1062,1853,False,7
764,Comfey,https://pokemondb.net/pokedex/comfey,Fairy,None,0.1,0.3,51,212,306,52,98,223,90,166,306,82,152,289,110,202,350,100,184,328,485,1014,1802,False,7
